,title,authors,filename,referencecount,abstract_length,acronym_presence,content_references,equations,figures,pages,paragraphs,sections,subsections,subsubsections,tables,title_length,words,referencecount_per_page,figures_tables_per_page,equations_per_page,subsections_per_page,citationcount
3267,Full Law Identification In Graphical Models Of Missing Data: Completeness Results,8,Full Law Identification In Graphical Models Of Missing Data Completeness Results,45,154,False,113,59,12,23,0,11,6,3,4,80,16648,1.9565217391304348,0.6956521739130435,2.5652173913043477,0.2608695652173913,38
3268,GALAXY: Graph-based Active Learning at the Extreme,8,GALAXY Graph-based Active Learning at the Extreme,31,162,True,56,22,58,15,0,13,6,0,2,49,8336,2.066666666666667,4.0,1.4666666666666666,0.4,16
3270,Generalization and Robustness Implications in Object-Centric Learning,8,Generalization and Robustness Implications in Object-Centric Learning,112,165,False,135,12,211,65,18,11,17,2,16,69,24296,1.7230769230769232,3.4923076923076923,0.18461538461538463,0.26153846153846155,48
3271,Generating Counterfactual Explanations with Natural Language,8,Generating Counterfactual Explanations with Natural Language,11,153,False,21,0,6,4,7,3,3,0,2,60,3029,2.75,2.0,0.0,0.75,87
3272,Geometric Losses for Distributional Learning,8,Geometric Losses for Distributional Learning,52,1,False,106,144,19,17,16,10,18,6,2,44,10323,3.0588235294117645,1.2352941176470589,8.470588235294118,1.0588235294117647,13
3274,Graph Generative Model for Benchmarking Graph Neural Networks,8,Graph Generative Model for Benchmarking Graph Neural Networks,71,1,False,258,14,34,24,14,8,30,4,32,61,16476,2.9583333333333335,2.75,0.5833333333333334,1.25,4
3275,Greed is Still Good: Maximizing Monotone Submodular+Supermodular Functions,8,Greed is Still Good Maximizing Monotone SubmodularSupermodular Functions,62,218,False,104,74,8,32,10,15,8,3,2,72,16213,1.9375,0.3125,2.3125,0.25,45
3278,How Tempering Fixes Data Augmentation in Bayesian Neural Networks,8,How Tempering Fixes Data Augmentation in Bayesian Neural Networks,50,218,False,98,71,40,17,21,9,8,0,0,65,9808,2.9411764705882355,2.3529411764705883,4.176470588235294,0.47058823529411764,4
3279,HyperPrompt: Prompt-based Task-Conditioning of Transformers,8,HyperPrompt Prompt-based Task-Conditioning of Transformers,36,96,False,86,16,14,14,1,7,16,0,22,58,8356,2.5714285714285716,2.5714285714285716,1.1428571428571428,1.1428571428571428,63
3280,Imitation Learning by Estimating Expertise of Demonstrators,8,Imitation Learning by Estimating Expertise of Demonstrators,52,162,False,49,39,13,17,0,11,13,0,26,59,11446,3.0588235294117645,2.2941176470588234,2.2941176470588234,0.7647058823529411,32
3281,Importance Weighted Transfer of Samples in Reinforcement Learning,8,Importance Weighted Transfer of Samples in Reinforcement Learning,30,181,False,81,102,23,18,5,11,6,0,2,65,12326,1.6666666666666667,1.3888888888888888,5.666666666666667,0.3333333333333333,41
3282,"Improved, Deterministic Smoothing for L1 Certified Robustness",8,Improved Deterministic Smoothing for L1 Certified Robustness,39,218,False,157,148,42,23,0,14,4,2,6,61,12611,1.6956521739130435,2.0869565217391304,6.434782608695652,0.17391304347826086,35
3284,Incremental Sampling Without Replacement for Sequence Models,8,Incremental Sampling Without Replacement for Sequence Models,29,117,False,78,32,14,14,7,11,8,0,6,60,9137,2.0714285714285716,1.4285714285714286,2.2857142857142856,0.5714285714285714,15
3285,InfoGAN-CR: Disentangling Generative Adversarial Networks with Contrastive Regularizers,8,InfoGAN-CR Disentangling Generative Adversarial Networks with Contrastive Regularizers,46,157,True,143,54,179,45,8,22,20,6,30,86,39171,1.0222222222222221,4.644444444444445,1.2,0.4444444444444444,33
3286,Inter-domain Deep Gaussian Processes,8,Inter-domain Deep Gaussian Processes,33,128,False,98,114,39,18,2,13,12,0,2,36,9339,1.8333333333333333,2.2777777777777777,6.333333333333333,0.6666666666666666,10
3287,Interpreting Robust Optimization via Adversarial Influence Functions,8,Interpreting Robust Optimization via Adversarial Influence Functions,33,0,False,28,118,7,32,3,9,13,2,0,68,11991,1.03125,0.21875,3.6875,0.40625,12
3288,Investigating Human Priors for Playing Video Games,8,Investigating Human Priors for Playing Video Games,31,147,False,34,0,27,9,0,8,7,0,0,50,6725,3.4444444444444446,3.0,0.0,0.7777777777777778,136
3289,Just Train Twice: Improving Group Robustness without Training Group Information,8,Just Train Twice Improving Group Robustness without Training Group Information,63,138,False,175,20,29,16,17,11,14,5,26,78,11959,3.9375,3.4375,1.25,0.875,354
3291,Label-Descriptive Patterns and their Application to Characterizing Classification Errors,8,Label-Descriptive Patterns and their Application to Characterizing Classification Errors,63,1,False,74,22,10,17,2,10,23,0,8,88,12491,3.7058823529411766,1.0588235294117647,1.2941176470588236,1.3529411764705883,4
3292,Latent Space Energy-Based Model of Symbol-Vector Coupling for Text Generation and Classification,8,Latent Space Energy-Based Model of Symbol-Vector Coupling for Text Generation and Classification,49,182,False,106,40,7,12,0,6,12,0,16,96,8396,4.083333333333333,1.9166666666666667,3.3333333333333335,1.0,16
3293,Learning Autoencoders with Relational Regularization,8,Learning Autoencoders with Relational Regularization,41,138,False,63,96,71,18,0,11,9,0,8,52,9654,2.2777777777777777,4.388888888888889,5.333333333333333,0.5,39
3294,Learning Domain Adaptive Object Detection with Probabilistic Teacher,8,Learning Domain Adaptive Object Detection with Probabilistic Teacher,42,161,False,75,71,51,16,0,11,19,4,16,68,9636,2.625,4.1875,4.4375,1.1875,39
3295,Learning Intuitive Policies Using Action Features,8,Learning Intuitive Policies Using Action Features,40,143,False,79,10,21,15,0,9,10,0,10,49,9861,2.6666666666666665,2.066666666666667,0.6666666666666666,0.6666666666666666,1
3297,Learning Symmetric Embeddings for Equivariant World Models,8,Learning Symmetric Embeddings for Equivariant World Models,53,143,False,106,26,46,18,25,15,11,0,12,58,10626,2.9444444444444446,3.2222222222222223,1.4444444444444444,0.6111111111111112,29
3299,Learning to Generalize from Sparse and Underspecified Rewards,8,Learning to Generalize from Sparse and Underspecified Rewards,81,1,False,95,32,14,14,0,9,13,2,14,61,9937,5.785714285714286,2.0,2.2857142857142856,0.9285714285714286,86
3300,Learning to Simulate Complex Physics with Graph Networks,8,Learning to Simulate Complex Physics with Graph Networks,46,156,False,72,6,29,20,0,12,24,0,2,56,12579,2.3,1.55,0.3,1.2,785
3301,Leveraging Approximate Symbolic Models for Reinforcement Learning via Skill Diversity,8,Leveraging Approximate Symbolic Models for Reinforcement Learning via Skill Diversity,51,199,False,89,36,28,19,0,14,18,0,0,85,12353,2.6842105263157894,1.4736842105263157,1.894736842105263,0.9473684210526315,16
3302,Linear Complexity Randomized Self-attention Mechanism,8,Linear Complexity Randomized Self-attention Mechanism,100,126,False,350,154,9,31,9,17,24,4,16,53,18472,3.225806451612903,0.8064516129032258,4.967741935483871,0.7741935483870968,22
3303,Locally Private Bayesian Inference for Count Models,8,Locally Private Bayesian Inference for Count Models,62,167,False,84,34,16,10,0,6,2,0,0,51,9750,6.2,1.6,3.4,0.2,31
3305,MISSION: Ultra Large-Scale Feature Selection using Count-Sketches,8,MISSION Ultra Large-Scale Feature Selection using Count-Sketches,26,176,True,68,100,74,12,2,30,26,0,44,64,8660,2.1666666666666665,9.833333333333334,8.333333333333334,2.1666666666666665,31
3306,Massively Parallel and Asynchronous Tsetlin Machine Architecture Supporting Almost Constant-Time Scaling,8,Massively Parallel and Asynchronous Tsetlin Machine Architecture Supporting Almost Constant-Time Scaling,36,251,False,49,12,27,11,2,5,9,0,10,104,7533,3.272727272727273,3.3636363636363638,1.0909090909090908,0.8181818181818182,27
3307,Measuring abstract reasoning in neural networks,8,Measuring abstract reasoning in neural networks,32,181,False,43,4,33,17,12,10,11,1,18,47,8245,1.8823529411764706,3.0,0.23529411764705882,0.6470588235294118,306
3308,Meta-Learning the Inductive Bias of Simple Neural Circuits,8,Meta-Learning the Inductive Bias of Simple Neural Circuits,44,195,False,85,4,36,14,0,11,5,0,0,58,8161,3.142857142857143,2.5714285714285716,0.2857142857142857,0.35714285714285715,0
3309,Minimax-Optimal Off-Policy Evaluation with Linear Function Approximation,8,Minimax-Optimal Off-Policy Evaluation with Linear Function Approximation,23,174,False,40,573,4,42,5,14,27,4,0,72,20965,0.5476190476190477,0.09523809523809523,13.642857142857142,0.6428571428571429,125
3310,ModLaNets: Learning Generalisable Dynamics via Modularity and Physical Inductive Bias,8,ModLaNets Learning Generalisable Dynamics via Modularity and Physical Inductive Bias,37,171,False,45,34,36,14,0,8,6,2,8,84,7834,2.642857142857143,3.142857142857143,2.4285714285714284,0.42857142857142855,6
3311,Model-free Reinforcement Learning in Infinite-horizon Average-reward Markov Decision Processes,8,Model-free Reinforcement Learning in Infinite-horizon Average-reward Markov Decision Processes,44,121,False,158,255,10,32,7,11,13,0,4,94,16518,1.375,0.4375,7.96875,0.40625,78
3313,Multi-Environment Pretraining Enables Transfer to Action Limited Datasets,8,Multi-Environment Pretraining Enables Transfer to Action Limited Datasets,55,203,False,96,14,54,16,2,9,12,0,8,73,7029,3.4375,3.875,0.875,0.75,5
3314,Multiclass learning with margin: exponential rates with no bias-variance trade-off,8,Multiclass learning with margin exponential rates with no bias-variance trade-off,26,69,False,27,46,15,16,3,5,4,0,0,81,6052,1.625,0.9375,2.875,0.25,1
3315,NLP From Scratch Without Large-Scale Pretraining: A Simple and Efficient Framework,8,NLP From Scratch Without Large-Scale Pretraining A Simple and Efficient Framework,59,176,True,13,0,3,14,0,6,12,4,2,81,9210,4.214285714285714,0.35714285714285715,0.0,0.8571428571428571,35
3316,Nearly Minimax Optimal Reinforcement Learning for Linear Markov Decision Processes,8,Nearly Minimax Optimal Reinforcement Learning for Linear Markov Decision Processes,39,165,False,181,296,0,33,0,17,20,2,2,82,19458,1.1818181818181819,0.06060606060606061,8.969696969696969,0.6060606060606061,31
3317,Neural Inverse Rendering for General Reflectance Photometric Stereo,8,Neural Inverse Rendering for General Reflectance Photometric Stereo,46,169,False,125,40,529,30,7,10,7,5,4,67,11460,1.5333333333333334,17.766666666666666,1.3333333333333333,0.23333333333333334,90
3318,Neural Topic Modeling with Continual Lifelong Learning,8,Neural Topic Modeling with Continual Lifelong Learning,33,185,False,32,13,32,13,0,9,9,0,18,54,9209,2.5384615384615383,3.8461538461538463,1.0,0.6923076923076923,36
3319,Noise and Fluctuation of Finite Learning Rate Stochastic Gradient Descent,8,Noise and Fluctuation of Finite Learning Rate Stochastic Gradient Descent,59,154,False,161,222,38,26,0,13,13,12,2,73,14635,2.269230769230769,1.5384615384615385,8.538461538461538,0.5,28
3320,Nonparametric Extensions of Randomized Response for Private Confidence Sets,8,Nonparametric Extensions of Randomized Response for Private Confidence Sets,78,139,False,247,262,21,50,33,9,31,4,2,75,24984,1.56,0.46,5.24,0.62,3
3321,Object Permanence Emerges in a Random Walk along Memory,8,Object Permanence Emerges in a Random Walk along Memory,58,134,False,156,36,42,14,18,18,20,0,24,55,9800,4.142857142857143,4.714285714285714,2.5714285714285716,1.4285714285714286,11
3322,Omni-Granular Ego-Semantic Propagation for Self-Supervised Graph Representation Learning,8,Omni-Granular Ego-Semantic Propagation for Self-Supervised Graph Representation Learning,71,162,False,151,64,12,15,31,8,9,0,24,88,9053,4.733333333333333,2.4,4.266666666666667,0.6,12
3323,On Explainability of Graph Neural Networks via Subgraph Explorations,8,On Explainability of Graph Neural Networks via Subgraph Explorations,53,161,False,49,16,27,17,0,8,17,0,6,68,9634,3.1176470588235294,1.9411764705882353,0.9411764705882353,1.0,259
3324,On Medians of (Randomized) Pairwise Means,8,On Medians of Randomized Pairwise Means,34,241,False,128,134,16,22,0,9,19,2,8,39,13001,1.5454545454545454,1.0909090909090908,6.090909090909091,0.8636363636363636,10
3325,On the Computation and Communication Complexity of Parallel SGD with Dynamic Batch Sizes for Stochastic Non-Convex Optimization,8,On the Computation and Communication Complexity of Parallel SGD with Dynamic Batch Sizes for Stochastic Non-Convex Optimization,36,154,True,42,80,12,13,0,6,4,0,0,127,7975,2.769230769230769,0.9230769230769231,6.153846153846154,0.3076923076923077,48
3326,On the Global Convergence Rates of Softmax Policy Gradient Methods,8,On the Global Convergence Rates of Softmax Policy Gradient Methods,29,180,False,112,702,15,65,17,11,13,15,0,66,31709,0.4461538461538462,0.23076923076923078,10.8,0.2,224
3328,On the price of explainability for some clustering problems,8,On the price of explainability for some clustering problems,37,185,False,78,58,4,23,0,8,12,4,6,59,10545,1.608695652173913,0.43478260869565216,2.5217391304347827,0.5217391304347826,21
3329,Online Decision Transformer,8,Online Decision Transformer,67,120,False,90,26,38,18,15,15,12,1,10,27,11954,3.7222222222222223,2.6666666666666665,1.4444444444444444,0.6666666666666666,129
3332,Optimization Planning for 3D ConvNets,8,Optimization Planning for 3D ConvNets,56,213,False,127,16,24,11,0,6,8,0,18,37,7945,5.090909090909091,3.8181818181818183,1.4545454545454546,0.7272727272727273,6
3333,Ordinal Non-negative Matrix Factorization for Recommendation,8,Ordinal Non-negative Matrix Factorization for Recommendation,32,143,False,36,0,13,10,11,7,11,0,6,60,6844,3.2,1.9,0.0,1.1,14
3334,PAC-Learning for Strategic Classification,8,PAC-Learning for Strategic Classification,63,164,True,128,50,9,22,0,12,15,0,0,41,16687,2.8636363636363638,0.4090909090909091,2.272727272727273,0.6818181818181818,24
3335,PMIC: Improving Multi-Agent Reinforcement Learning with Progressive Mutual Information Collaboration,8,PMIC Improving Multi-Agent Reinforcement Learning with Progressive Mutual Information Collaboration,39,155,True,105,26,94,19,0,15,9,0,8,99,12193,2.0526315789473686,5.368421052631579,1.368421052631579,0.47368421052631576,16
3336,Parsimonious Learning-Augmented Caching,8,Parsimonious Learning-Augmented Caching,36,116,False,49,22,3,15,10,11,5,0,2,39,9995,2.4,0.3333333333333333,1.4666666666666666,0.3333333333333333,19
3337,Performative Reinforcement Learning,8,Performative Reinforcement Learning,61,183,False,67,244,13,47,0,7,12,2,2,35,20378,1.297872340425532,0.3191489361702128,5.191489361702128,0.2553191489361702,9
3338,Plan Better Amid Conservatism: Offline Multi-Agent Reinforcement Learning with Actor Rectification,8,Plan Better Amid Conservatism Offline Multi-Agent Reinforcement Learning with Actor Rectification,69,187,False,160,22,56,21,11,9,14,7,18,97,10210,3.2857142857142856,3.5238095238095237,1.0476190476190477,0.6666666666666666,29
3339,Policy Optimization as Wasserstein Gradient Flows,8,Policy Optimization as Wasserstein Gradient Flows,50,131,False,72,80,7,15,15,13,12,0,8,49,10731,3.3333333333333335,1.0,5.333333333333333,0.8,63
3340,Predicting Out-of-Distribution Error with the Projection Norm,8,Predicting Out-of-Distribution Error with the Projection Norm,76,115,False,114,61,155,25,3,13,9,0,20,61,14092,3.04,7.0,2.44,0.36,26
3341,Principled Simplicial Neural Networks for Trajectory Prediction,8,Principled Simplicial Neural Networks for Trajectory Prediction,37,157,False,107,82,11,20,0,17,18,0,6,63,13136,1.85,0.85,4.1,0.9,64
3343,Projection Robust Wasserstein Barycenters,8,Projection Robust Wasserstein Barycenters,31,183,False,52,72,17,36,12,15,6,0,6,41,13876,0.8611111111111112,0.6388888888888888,2.0,0.16666666666666666,9
3344,Provable Smoothness Guarantees for Black-Box Variational Inference,8,Provable Smoothness Guarantees for Black-Box Variational Inference,50,84,False,74,85,77,22,0,13,5,0,0,66,9813,2.272727272727273,3.5,3.8636363636363638,0.22727272727272727,26
3345,Proximal Causal Learning with Kernels: Two-Stage Estimation and Moment Restriction,8,Proximal Causal Learning with Kernels Two-Stage Estimation and Moment Restriction,79,137,False,341,415,38,47,14,14,34,18,10,81,28335,1.6808510638297873,1.0212765957446808,8.829787234042554,0.723404255319149,50
3346,Quantifying the Benefit of Using Differentiable Learning over Tangent Kernels,8,Quantifying the Benefit of Using Differentiable Learning over Tangent Kernels,47,101,False,116,122,4,29,11,11,6,4,4,77,17784,1.6206896551724137,0.27586206896551724,4.206896551724138,0.20689655172413793,32
